Date,"A001, Bicentennial Bikeway, Auchenflower  _Pedestrian","A001, Bicentennial Bikeway, Auchenflower  _Cyclist","A019, Bicentennial Bikeway, Milton  _Pedestrian","A019, Bicentennial Bikeway, Milton  _Cyclist","A002, Bishop Street, Kelvin Grove  _Pedestrian","A002, Bishop Street, Kelvin Grove  _Cyclist","A023, Botanic Gardens, City  _Pedestrian","A023, Botanic Gardens, City  _Cyclist","A003, Ekibin Park, Greenslopes  _Pedestrian","A003, Ekibin Park, Greenslopes  _Cyclist","A004, Eleanor Schonell Br Cyclists, St Lucia  _Cyclist","A004, Eleanor Schonell Br Pedestrians, St Lucia  _Pedestrian","A005, Go Between Br Cyclists, South Brisbane   _Cyclist","A005, Go Between Br Pedestrians, South Brisbane  _Pedestrian","A006, Granville St Bridge, Herston  _Pedestrian","A006, Granville St Bridge, Herston  _Cyclist","A020, Gympie Rd (Marchant Park), Chermside  _Pedestrian","A020, Gympie Rd (Marchant Park), Chermside  _Cyclist","A007, Jack Pesch Bridge, Indooroopilly_Pedestrian","A007, Jack Pesch Bridge, Indooroopilly_Cyclist","A008, Kangaroo Point Bikeway, Kangaroo Point  _Pedestrian","A008, Kangaroo Point Bikeway, Kangaroo Point  _Cyclist","A009, Kedron Brook Bikeway, Lutwyche  _Pedestrian","A009, Kedron Brook Bikeway, Lutwyche  _Cyclist","A010, Kedron Brook Bikeway, Mitchelton  _Pedestrian","A010, Kedron Brook Bikeway, Mitchelton  _Cyclist","A011, Lambert Rd, Indooroopilly  _Cyclist","A021, Lores Bonney Riverwalk, Hamilton  _Pedestrian","A021, Lores Bonney Riverwalk, Hamilton  _Cyclist","A018, Macquarie Street, St Lucia  _Pedestrian","A018, Macquarie Street, St Lucia  _Cyclist","A017, Norman Creek Bridge, Norman Park  _Pedestrian","A017, Norman Creek Bridge, Norman Park  _Cyclist","A012, North Brisbane Bikeway (Mann Park), Windsor  _Pedestrian","A012, North Brisbane Bikeway (Mann Park), Windsor  _Cyclist","A013, Riverwalk, Newfarm  _Pedestrian","A013, Riverwalk, Newfarm  _Cyclist","A014, Schulz Canal Bridge, Nundah  _Pedestrian","A014, Schulz Canal Bridge, Nundah  _Cyclist","A022, Stanley Street, South Brisbane  _Cyclist","A016, Story Bridge East, Kangaroo Point  _Pedestrian","A016, Story Bridge East, Kangaroo Point  _Cyclist","A016, Story Bridge West, Kangaroo Point _Pedestrian","A016, Story Bridge West, Kangaroo Point _Cyclist","A024, Land Bridge ICB, Spring Hill  _Pedestrian","A024, Land Bridge ICB, Spring Hill  _Cyclist","A025, Maritime Museum, South Brisbane  _Pedestrian","A025, Maritime Museum, South Brisbane  _Cyclist","A026, Annerley Rd, South Brisbane  _Cyclist","A027, Kurilpa Bridge Tank Street, Brisbane City  _Cyclist","A028, Indooroopilly Riverwalk, Indooroopilly _Pedestrian","A028, Indooroopilly Riverwalk, Indooroopilly _Cyclist","A029, Lytton Road, East Brisbane _Cyclist","A200,_Cyclist City Link Cycleway (Edward St - Charlotte to Mary), City","A200,_Scooter City Link Cycleway (Edward St - Charlotte to Mary), City","A201,_Cyclist City Link Cycleway (Elizabeth St - Creek to Edward), City","A202,_Cyclist City Link Cycleway (Elizabeth St - Edward to Albert), City","A202,_Scooter City Link Cycleway (Elizabeth St - Edward to Albert), City","A203,_Cyclist City Link Cycleway (Victoria Bridge), City","A203,_Scooter City Link Cycleway (Victoria Bridge), City"
"Thursday, 13 May 2021",2119,3550,2220,3813,500,127,,,977,183,1623.708447,1845,1276,146,442,445,134,19,657,633,2264,1099,879,699,271,158,,1392,709,1045,1019,589,37,403,658,1819,563,170,22,1038,553,865,899,566,,,1555,1477,790,,,,675,,,405,,,261,531
"Friday, 14 May 2021",1632,3476,2103,3708,503,154,,,812,172,1592.57061,1447,1432,173,,,107,15,816,744,2264,1031,813,847,226,181,,1220,681,1072,877,1570,36,346,624,1891,535,183,135,1042,556,730,900,500,,,,,777,,,,569,,,386,,,312,690
"Saturday, 15 May 2021",1787,2499,2095,2675,853,134,,,1036,223,904.2946766,1027,1300,139,,,139,17,644,628,3017,911,1443,995,273,197,,1659,938,912,755,451,18,275,422,2762,852,487,95,708,578,615,1084,392,,,,,562,,,,310,,,274,,,235,732
"Sunday, 16 May 2021",2482,3016,2701,3186,673,197,,,1060,297,1041.171417,1257,1355,275,,,140,32,706,735,3484,1214,1154,1117,312,262,,2157,1123,1014,962,402,11,310,407,3347,966,352,153,689,640,604,1429,397,,,,,526,,,,308,,,246,,,249,652
"Monday, 17 May 2021",2083,2895,2253,3361,494,157,,,904,169,1541.322921,1572,1023,173,,,119,12,479,452,2065,938,956,729,272,163,,1519,580,951,838,574,21,439,620,1752,524,625,140,945,557,736,898,448,,,,,720,,,,582,,,336,,,278,493
"Tuesday, 18 May 2021",2022,3594,2547,3944,527,147,,,983,208,1840.375895,1877,1220,180,,,115,13,628,594,2196,1052,996,817,270,202,,1728,746,1013,966,532,34,478,684,1649,557,358,195,1046,498,818,752,523,,,5050,2191,751,,,,702,,,345,,,273,458
"Wednesday, 19 May 2021",1805,3292,2305,3724,472,126,,,879,156,1629.546792,1781,1125,117,,,113,34,563,697,1940,969,828,717,265,168,,1446,662,997,951,494,20,462,613,1546,495,132,267,1023,496,842,768,473,,,5519,3746,742,,,,620,,,373,,,294,469
"Thursday, 20 May 2021",1958,3366,2386,3677,492,140,,,825,150,1687.281531,1701,1119,91,,,124,21,573,611,2066,1056,930,768,243,176,,1421,700,1067,1012,482,29,437,630,1693,546,168,204,1078,569,828,822,522,,,5589,3801,796,,,,562,,,408,,,331,452
"Friday, 21 May 2021",1565,3215,2004,3609,421,122,,,729,156,1486.831706,1548,1283,102,,,93,13,696,758,2006,921,760,721,266,124,,1143,636,910,868,502,30,375,563,1689,557,161,166,999,689,760,1094,478,,,6040,3745,713,,,,467,,,344,,,319,584
"Saturday, 22 May 2021",1771,2619,2186,2724,913,116,,,954,255,902.3485618,969,1194,270,,,123,18,615,677,2755,935,1390,968,273,230,,1774,926,918,795,330,10,280,316,2709,831,292,326,560,593,554,1112,331,,,5432,2285,442,,636,,304,,,293,,,232,559
"Sunday, 23 May 2021",2471,2911,2773,3040,635,184,,,1081,289,1083.337238,1118,1186,73,,,115,22,572,744,3257,1141,1172,1319,363,266,,2190,1197,1000,963,368,14,352,430,2970,957,329,460,676,639,653,1244,370,,,3599,1960,478,,,,308,,,259,,,206,415
"Monday, 24 May 2021",2034,3121,2357,3507,529,150,,,955,149,1574.406872,1459,1047,81,,,109,17,456,475,2158,943,979,769,124,261,,1469,668,968,892,509,34,488,631,1806,517,194,202,1001,512,735,770,438,,,,,727,,459,,605,,,304,,,288,427
"Tuesday, 25 May 2021",2079,3732,2391,4224,510,157,,,1024,215,1750.854614,1698,1249,166,,,119,23,672,617,2194,1082,1056,872,173,246,,1532,741,1031,1004,564,21,518,731,1727,599,212,223,1094,548,880,830,548,,,,,783,,455,,644,,,381,,,314,478
"Wednesday, 26 May 2021",2049,3601,2344,4131,496,147,,,978,178,1678.199662,1681,1222,160,,,123,27,706,664,2221,1015,985,922,158,289,,1638,791,1021,987,521,20,481,700,1820,627,319,194,1066,540,867,824,526,,,,,793,,341,,697,,,351,,,305,451
"Thursday, 27 May 2021",1985,3315,2243,3702,467,145,,,901,162,1700.904334,1811,1209,156,,,82,13,683,641,1971,1007,871,775,203,244,,1381,670,936,947,523,32,439,611,1620,520,517,153,1126,504,830,781,520,,,,,798,,345,,626,,,371,,,351,487
"Friday, 28 May 2021",1582,3138,1945,3529,470,133,1514,724,724,111,1427.799557,1400,1217,103,,,114,13,722,768,2145,904,855,759,154,222,,1214,674,959,790,470,14,610,585,1694,554,396,190,1022,554,760,893,478,,,,,721,,745,,492,,,395,,,326,733
"Saturday, 29 May 2021",1733,2463,2080,2673,839,106,3726,1492,978,202,985.3827932,975,1163,63,,,111,10,659,667,2846,829,1252,949,211,256,,1497,830,878,871,431,17,186,317,2540,751,312,258,593,598,548,1229,363,,,,,426,,136,,259,,,298,,,194,634
"Sunday, 30 May 2021",2229,2552,2653,2790,570,151,3852,1746,1090,331,1010.033581,1115,1122,40,,,112,25,643,765,3290,1065,1087,1012,196,271,,2112,1102,1003,858,409,12,178,400,2935,954,175,375,662,640,593,1320,345,,,,,504,,,,315,,,253,,,197,418
"Monday, 31 May 2021",1991,2897,2463,3309,480,141,2658,1754,898,197,1403.797475,1374,1021,39,,,95,17,441,460,3036,885,911,770,163,237,,1500,604,1008,801,493,21,280,626,1643,531,103,184,933,557,731,812,471,,,,,706,,1441,,562,,,324,,,286,500
"Tuesday, 1 June 2021",2037,3562,2447,3958,506,175,3054,1845,1008,197,1660.684628,1469,908,768,,,118,21,743,571,2150,1118,975,821,180,241,,1609,716,999,906,559,24,312,658,1803,566,238,260,1056,592,874,843,539,,,,,760,,1314,,678,,,364,,,296,505
"Wednesday, 2 June 2021",1951,3511,2287,3895,551,37,2810,1807,944,171,1571.812053,1363,146,1563,,,102,27,648,655,2050,1001,864,832,162,240,,1391,686,946,976,506,23,323,639,1571,566,363,237,1073,546,860,864,509,,,,,754,,694,,614,,,376,,,314,533
"Thursday, 3 June 2021",1312,2537,1612,2847,379,92,1648,1392,664,93,1229.944553,1383,34,1187,,,66,10,512,513,1377,704,667,521,109,178,,794,487,701,660,344,19,258,475,1050,381,200,192,802,387,670,611,409,,,,,574,,666,,501,,,284,,,229,427
"Friday, 4 June 2021",1587,3031,1882,3232,439,136,2695,1650,845,151,1287.679292,1269,50,1586,,,78,18,722,664,1966,936,842,674,155,204,,1097,603,921,792,457,13,242,534,1556,502,630,191,947,494,677,814,494,,,,,673,,965,,481,,,366,,,333,596
"Saturday, 5 June 2021",1864,2557,1940,2782,926,128,3745,1565,1033,236,896.5102174,1112,494,944,,,107,15,730,629,2920,1014,1267,903,178,300,,1701,991,919,817,386,10,209,350,2760,783,183,281,587,545,580,1121,371,,,,,445,,898,,288,,,273,,,217,588
"Sunday, 6 June 2021",2029,1635,4052,1701,551,181,3724,1526,1118,319,1181.291683,1198,721,783,,,142,26,1577,1191,3082,1040,1046,1151,258,268,,2045,1193,995,876,402,14,231,484,4311,890,685,297,713,516,628,1068,355,,,,,512,,3481,2124,262,,,235,,,259,605
"Monday, 7 June 2021",1944,2825,2223,3195,497,146,2570,1696,914,134,1329.196408,1226,790,854,,,86,16,662,544,1984,880,971,763,149,242,,1479,572,929,767,449,17,279,621,1751,478,671,139,903,522,700,883,471,,,,,635,,1329,1001,532,,,359,,,298,494
"Tuesday, 8 June 2021",1855,3405,2389,3822,458,155,2392,1793,969,172,1558.189249,1288,1113,855,,,81,11,741,756,2083,1083,999,759,171,253,,1288,650,945,913,507,17,336,644,1607,574,497,216,1022,546,829,807,554,,,,,741,,1093,1229,651,,,394,,,308,489
"Wednesday, 9 June 2021",1279,1543,1508,1784,303,55,1859,864,602,67,886.7796434,1282,584,584,,,52,9,327,247,1451,447,582,311,61,149,,824,285,607,378,376,28,182,328,1272,210,70,118,573,383,480,617,299,,,,,426,,636,366,341,,,280,,,208,382
"Thursday, 10 June 2021",1840,2872,1954,3279,440,102,2367,1526,840,156,1409.635819,1639,1051,675,,,103,17,733,577,1947,841,802,626,133,266,,1113,535,823,795,481,12,277,519,1563,413,118,194,861,526,721,813,473,,,,,655,,1006,799,505,,,331,,,334,506
"Friday, 11 June 2021",1422,2808,1749,3164,392,108,3114,494,630,134,1276.651308,1258,1159,608,,,76,15,870,679,1849,828,705,591,128,210,,986,574,886,759,380,9,285,471,1446,517,93,166,881,517,677,792,424,,,1051,558,680,,916,929,445,,,359,,,300,578
"Saturday, 12 June 2021",1636,2056,1883,2243,732,111,3550,1375,897,181,812.1785761,1121,1068,725,,,104,17,1070,763,2621,881,1260,722,145,325,,1626,669,912,701,537,11,175,272,2661,800,135,189,526,491,426,1048,290,,,5327,2017,408,,1933,1693,234,,,295,,,227,789
"Sunday, 13 June 2021",2293,2838,2601,3474,541,132,4216,1742,957,253,945.8117923,1169,1980,851,,,129,13,1441,1083,3228,1185,1114,1003,194,308,,2176,1033,919,742,388,11,248,431,3362,863,213,314,876,607,595,1202,334,,367,5412,3170,614,,2789,2501,358,,,284,,,,
"Monday, 14 June 2021",1938,2693,2152,3001,474,130,3458,812,844,163,1359.68554,1433,1013,733,,,103,25,628,440,2035,886,846,679,131,225,,1351,562,878,713,476,12,275,540,1601,481,126,160,820,493,676,966,429,,920,4342,2997,616,,944,741,509,,,289,,,,
"Tuesday, 15 June 2021",1763,2924,2209,3332,444,136,2535,1669,828,125,1309.086555,1189,1092,720,,,87,11,605,600,1734,835,797,550,133,185,,1300,574,885,685,505,13,302,611,1352,387,132,200,875,492,758,828,478,,989,3563,2999,652,,695,650,596,,,326,,,,
"Wednesday, 16 June 2021",1793,3296,2135,3494,451,141,2625,1654,919,161,1455.045165,1483,1155,745,,,86,20,770,627,1989,891,929,737,155,238,,1417,556,917,801,1707,33,292,596,1614,449,167,148,895,507,729,857,474,,944,4292,3199,681,,810,813,518,,,352,,,,
"Thursday, 17 June 2021",1919,2878,2196,3182,435,138,2531,1794,942,175,1457.639984,1480,1144,1009,,,111,23,685,562,1964,931,889,684,122,191,,1279,621,858,805,486,24,242,587,1679,466,181,66,947,524,785,787,521,,974,4278,3261,701,,833,716,527,,,376,,,204,383
"Friday, 18 June 2021",1494,2916,1758,3351,386,111,2593,1491,748,135,1339.575687,1117,1194,684,,,89,8,854,715,1725,942,733,637,109,208,,1029,592,840,755,313,7,235,486,1549,510,83,62,910,505,690,853,411,,739,4212,3233,681,,756,902,498,,,390,,,333,617
"Saturday, 19 June 2021",1502,1867,1779,2074,799,99,3143,1144,828,152,719.4137707,885,1107,775,,,95,7,734,635,2530,853,1347,720,135,281,,1470,694,780,588,322,14,192,311,2368,568,208,186,569,501,449,993,290,,389,3530,1181,449,,1089,1036,257,,,288,,,290,629
"Sunday, 20 June 2021",2110,2554,2493,2591,532,132,3891,1565,1035,333,888.0770532,966,1183,954,,,135,16,1187,952,3221,1068,1114,957,199,342,,2019,1000,954,790,390,16,225,430,3186,836,252,286,584,572,546,1298,358,,586,5728,2360,465,,2035,2164,289,,,220,,,,
"Monday, 21 June 2021",1958,2785,2227,3117,491,146,2694,1599,935,146,1297.409866,1172,1032,717,,,97,18,585,518,2033,934,909,748,159,239,,1367,615,946,752,369,14,278,601,1751,499,247,119,934,511,768,821,473,,956,4140,3205,688,,765,746,606,,,318,,,,
"Tuesday, 22 June 2021",1933,3468,2381,3851,503,149,2660,1845,944,179,1440.773656,1316,1269,779,,,90,10,669,643,2036,1083,1011,682,182,229,,1421,594,896,846,411,19,313,692,1746,571,179,176,974,547,871,840,520,,1112,4213,3475,703,,728,796,687,,,347,,,,
"Wednesday, 23 June 2021",1754,3008,2193,3364,451,136,2583,1733,949,149,1381.092802,1167,1201,793,,,136,20,648,626,1992,916,835,712,158,252,,1418,594,917,782,323,18,311,604,1714,501,271,121,887,497,790,793,478,,970,2859,1723,609,,685,843,586,,,392,,,,
"Thursday, 24 June 2021",1557,2460,1872,2739,418,128,2333,1531,803,127,1155.343486,1194,964,700,,,81,19,491,447,1807,735,714,486,105,172,,1035,502,729,643,332,20,263,466,1509,388,170,60,845,574,656,882,451,,741,4280,2562,649,,628,562,481,,,342,,,,
"Friday, 25 June 2021",777,1115,1101,1271,226,42,1400,736,342,45,625.3515554,928,522,516,,,54,5,209,171,1013,320,324,193,27,87,,476,211,390,277,147,6,139,164,832,201,43,51,441,371,286,537,220,,315,2826,1425,310,,354,276,180,,,238,,,,
"Saturday, 26 June 2021",1381,892,1682,996,726,62,2449,654,812,106,417.7659768,613,624,682,,,90,10,439,230,1896,379,1111,333,88,228,,1282,340,581,258,206,5,138,146,1771,275,223,102,310,478,277,891,180,,155,4402,1003,214,,803,423,112,,,280,,,,
"Sunday, 27 June 2021",2056,3121,2627,3130,623,171,4111,1921,1115,310,1154.046076,1031,1425,2044,,,100,21,1469,1028,3259,1139,1107,1214,230,325,,2041,1127,1020,989,344,14,209,420,3200,984,249,277,657,679,638,1380,407,444,556,5343,2680,496,,2013,2321,348,,,292,,,,
"Monday, 28 June 2021",1815,2585,2309,2924,504,162,2664,1606,967,185,1244.216061,1173,980,699,,,101,22,607,460,1979,880,883,658,179,320,,1363,615,899,690,523,12,309,561,1710,531,177,198,862,520,708,839,442,552,935,4161,2900,601,711,832,698,496,,,386,,,103,330
"Tuesday, 29 June 2021",1661,2587,2071,2788,551,129,1990,1445,1019,207,1256.541455,943,996,633,,,83,13,695,588,1674,735,892,662,129,282,,1454,605,826,726,358,23,246,537,1340,471,109,168,819,443,660,661,373,524,851,3267,2624,572,650,809,723,474,,,338,,,256,476
"Wednesday, 30 June 2021",2176,1365,1996,1343,739,107,1716,728,1417,219,553.3453078,702,516,557,,,166,11,669,352,2061,491,1275,721,170,388,,2185,500,916,415,424,12,243,245,1399,284,75,144,438,320,353,770,223,450,273,2630,1361,300,295,1060,592,184,,,225,,,197,191
"Thursday, 1 July 2021",1743,1150,1677,1213,573,116,1497,659,1112,149,506.6385526,635,491,545,,,110,6,601,362,1658,468,959,505,85,298,,1612,424,698,369,306,6,188,244,1140,294,68,104,330,285,273,636,204,311,287,1333,780,241,255,775,701,269,,,156,,,161,172
"Friday, 2 July 2021",1797,670,1661,720,517,57,1244,438,1102,114,340.5700898,603,289,515,,,131,8,462,165,1495,255,918,416,88,312,,1543,287,701,216,366,5,199,121,1119,179,46,81,217,317,226,538,143,396,156,,,163,182,866,315,165,,,134,,,146,143
"Saturday, 3 July 2021",1730,495,1885,532,398,35,1714,429,899,100,146.6073149,575,292,577,,,87,7,436,101,1577,170,604,234,77,318,,1211,194,643,127,269,6,139,55,1335,173,34,57,146,275,190,648,116,215,65,,,122,84,897,191,57,,,168,,,77,159
"Sunday, 4 July 2021",3172,4082,3556,3937,742,191,4848,2647,1501,490,1331.142522,1299,1659,1373,,,204,33,1571,1404,4453,1527,1700,1701,360,541,,3035,1597,1476,1207,521,15,299,562,3959,1276,211,428,807,681,808,1504,451,581,748,,,568,674,2282,2626,440,,,282,,,221,470
"Monday, 5 July 2021",2113,2697,2001,2860,581,173,2729,1621,1082,206,1261.731095,1192,1021,668,,,99,19,696,485,2231,916,984,833,245,312,,1612,750,1053,795,436,17,349,584,1860,557,136,192,821,486,761,831,417,566,819,,,578,606,936,798,498,,,261,,,253,562
"Tuesday, 6 July 2021",1918,3144,2278,3334,525,156,2759,1564,1129,202,1425.204738,1091,1207,768,,,126,11,875,633,2088,966,1032,731,182,316,,1669,634,993,852,390,15,353,618,1753,556,128,236,916,517,776,861,490,583,956,,,658,745,914,933,543,,,364,,,284,590
"Wednesday, 7 July 2021",2005,3076,2108,3384,537,146,2721,1659,1072,203,1241.621242,1152,1192,1104,,,117,23,743,636,2336,965,923,787,193,279,,1543,667,949,798,370,5,261,612,1672,590,193,174,841,471,783,813,450,669,852,,,563,708,846,860,563,,,368,,,307,694
"Thursday, 8 July 2021",1612,2746,2136,2982,520,122,2531,1630,851,158,1241.621242,1169,1069,772,,,123,10,676,458,1877,827,707,586,175,269,,1261,592,880,785,403,19,256,505,1590,533,175,154,824,445,715,789,464,590,727,,,570,659,790,590,470,,,379,,,254,671
"Friday, 9 July 2021",969,923,1226,1014,282,49,1390,608,567,78,476.7981257,1001,465,443,,,78,4,291,153,1077,304,424,229,59,141,,905,191,635,246,169,10,158,175,853,142,42,60,383,321,325,513,214,257,246,,,269,296,476,228,155,,,246,,,181,475
"Saturday, 10 July 2021",1658,2296,2147,2364,814,117,3304,1332,985,201,751.2003124,833,1157,729,,,97,10,817,698,2939,793,1246,623,103,251,,1442,808,941,637,360,13,212,328,2309,617,102,218,517,512,505,1000,356,427,376,,,427,405,1116,1101,297,,,265,,,194,538
"Sunday, 11 July 2021",2261,2513,2840,2566,709,195,3454,1547,1232,341,1076.850189,1208,1048,986,,,122,14,1072,813,3140,1157,1221,1312,,,,2188,1108,1056,816,431,16,316,646,2612,859,120,330,621,594,872,1138,487,504,602,,,448,719,1570,1463,399,,,286,,,,
"Monday, 12 July 2021",1912,2695,2143,2937,510,155,2263,1579,970,132,1292.220226,1184,972,730,,,101,15,605,486,1932,856,797,742,,,,1356,575,964,729,474,17,279,587,1509,427,103,148,908,449,663,720,415,659,944,,,616,698,792,620,525,,,331,,,,
"Tuesday, 13 July 2021",2114,3462,2418,3862,576,159,2593,1793,1176,,1558.837954,1455,1376,887,,,119,16,808,651,2154,1050,1037,813,,,,1594,723,996,861,588,34,342,693,1681,479,214,112,1023,536,827,782,493,824,1120,,,716,799,758,803,634,,,401,,,,
"Wednesday, 14 July 2021",1812,3249,2178,3524,508,129,2320,1855,1092,,1599.706365,1253,1178,834,,,115,21,765,666,1989,942,916,749,,,,1369,624,1021,929,515,17,345,614,1509,546,90,87,1061,514,836,813,452,754,1022,,,730,764,692,829,619,,,389,,,,
"Thursday, 15 July 2021",1879,2863,2119,3115,535,125,2135,1554,1144,,1369.416113,1299,1086,712,,,107,18,681,555,1736,854,838,662,,,,1406,559,845,802,463,22,449,590,1480,445,162,176,959,493,693,745,473,674,965,,,682,735,656,604,493,,,393,,,,
"Friday, 16 July 2021",1356,2720,1884,2896,385,102,1805,1394,825,,1225.403618,1049,1113,618,,,77,9,727,632,1535,785,643,512,,,,1103,450,842,711,366,15,348,478,1196,373,247,113,796,443,670,614,390,535,764,,,562,693,569,529,455,,,362,,,,
"Saturday, 17 July 2021",1777,2069,1956,2157,876,124,2716,1184,1230,,794.014838,832,1192,1423,247,59,93,12,764,736,2586,790,1109,640,,,,1302,597,883,634,309,6,239,298,2014,605,55,15,561,528,494,936,268,479,380,2064,482,428,351,827,918,219,,,288,,,,
"Sunday, 18 July 2021",2128,2922,2131,2931,615,188,3646,1761,1533,,1061.28127,1052,1257,1222,361,203,147,17,1039,930,3167,1137,1116,1091,,,,2091,1050,1020,1002,436,11,297,490,2976,954,275,264,636,562,665,1215,376,499,609,5168,2482,426,538,1259,1413,334,,,251,,,,
"Monday, 19 July 2021",2013,2907,2119,3242,496,139,2529,1663,1153,,1411.581934,1291,1061,787,397,473,118,11,606,495,2030,843,971,693,,,,1439,585,994,819,497,15,487,593,1596,542,206,94,919,512,688,848,402,826,951,3942,3042,658,748,587,634,536,,,353,,,,
"Tuesday, 20 July 2021",1843,3403,1983,3703,568,146,2678,1747,1079,,1569.217233,1701,1164,825,555,477,90,7,730,650,2056,1019,1005,701,,,,1673,580,896,849,538,15,446,654,1603,489,210,163,959,543,799,812,439,799,1131,4008,3300,691,845,892,711,586,,,301,,,,
"Wednesday, 21 July 2021",1619,3050,1881,3419,466,115,2473,1489,1019,,1315.573604,1250,1109,718,375,390,67,15,614,653,2027,807,740,574,,,,960,491,963,725,493,21,396,536,1425,412,380,153,576,458,771,812,406,754,916,4324,3242,462,779,532,713,555,,,328,,,,
"Thursday, 22 July 2021",1760,2946,1896,3313,481,139,2444,1527,1085,,1408.338409,1320,1135,807,346,418,110,17,710,511,1893,861,872,642,,,,1171,597,996,623,503,19,404,529,1487,419,236,86,869,473,737,794,415,725,936,3746,3062,670,726,715,621,499,,,363,,,,
"Friday, 23 July 2021",985,2383,1394,2617,291,86,1696,1120,586,,1066.47091,1014,966,599,228,310,49,9,771,709,1240,595,501,508,,,,700,366,763,498,328,15,245,390,992,330,165,119,694,358,523,574,301,527,652,3025,2494,501,561,480,584,388,,,306,,,,
"Saturday, 24 July 2021",1668,2126,2126,2200,904,116,3278,1351,1140,,799.2044774,945,1165,775,476,160,108,14,664,624,2649,891,1272,820,,,,1571,714,775,576,488,6,220,309,2246,664,140,197,571,608,473,1054,318,393,411,5665,2110,454,384,828,767,229,,,258,,,,
"Sunday, 25 July 2021",1870,2178,2033,2155,568,123,3065,1256,1208,,809.5837563,855,1071,753,223,162,94,10,845,694,2688,841,871,634,,,,1419,706,929,594,398,9,209,296,2224,746,195,245,486,519,458,1018,296,520,405,4752,1915,329,420,928,1076,261,,,200,,,,
"Monday, 26 July 2021",1938,2819,2126,3188,522,147,2366,1747,1069,,1635.385136,1773,1034,738,370,442,113,11,583,547,1939,934,918,766,,,,1422,620,1010,753,467,15,406,589,1545,482,172,108,960,500,689,695,431,775,954,4521,3247,676,750,703,697,535,,,305,,,,
"Tuesday, 27 July 2021",2079,3632,2266,3973,536,157,2709,1998,1201,,1798.858779,1770,1344,805,419,497,110,12,690,672,2155,1017,1010,767,,,,1360,685,1194,834,563,24,500,699,1572,548,210,110,1114,523,780,835,501,891,1117,5149,3688,794,898,747,689,621,,,356,,,258,339
"Wednesday, 28 July 2021",1923,3426,2128,3734,492,164,2554,1890,1237,,1770.315762,1839,1224,790,375,452,109,20,776,734,2191,953,928,783,,,,1389,661,1076,835,500,12,489,624,1423,579,174,160,1049,497,724,829,437,815,1040,5069,3613,758,757,731,847,569,,,412,,,393,534
"Thursday, 29 July 2021",1870,3198,2009,3434,494,133,2455,1800,1093,,1654.197579,1772,1197,742,366,426,88,17,722,633,1915,942,887,721,,,,1424,573,990,717,503,24,425,634,1580,506,143,107,1055,485,749,767,484,804,1037,4819,3400,741,829,606,731,552,,,372,,,409,524
"Friday, 30 July 2021",1490,3007,1704,3410,357,102,2324,1587,949,,1543.91774,1524,1391,1173,343,420,117,14,759,711,1785,893,729,684,,,,1165,647,1033,724,472,16,370,541,1440,519,78,35,958,513,733,830,440,742,885,4596,3163,680,778,562,663,492,,,366,,,406,557
"Saturday, 31 July 2021",1726,2327,1734,2333,843,107,2517,1139,1405,,926.3506443,813,1055,636,450,187,118,12,667,756,2378,804,1357,901,,,,1733,785,965,685,462,9,293,295,1795,695,93,110,584,421,533,801,288,615,412,3627,2107,439,390,703,911,277,,,259,,,252,274
"Sunday, 1 August 2021",2836,2637,2666,2630,921,248,3048,2067,2452,,1004.195236,1081,1182,990,413,214,218,45,933,902,3502,1202,1924,1544,,,,3294,1519,1321,841,649,17,449,405,2482,1019,48,7,599,530,672,1086,354,697,324,4286,2194,425,348,1165,1392,315,,,212,,,208,132
"Monday, 2 August 2021",2562,1792,2302,1854,813,171,2011,1172,2031,,740.1723285,736,790,607,,,189,31,603,434,2460,726,1539,920,,,,2705,717,957,475,563,22,471,298,1608,527,97,43,506,430,456,821,292,570,379,3124,1729,347,358,840,579,274,,,207,,,244,191
"Tuesday, 3 August 2021",2756,2128,2429,2041,817,149,2158,1378,2253,,831.6397241,712,863,760,,,233,19,697,604,2624,824,1756,1061,,,,2842,805,1072,562,561,23,474,388,1715,523,104,43,532,424,520,937,328,546,426,3305,1984,369,429,870,747,312,,,230,,,234,174
"Wednesday, 4 August 2021",2512,1878,2106,1918,828,133,2161,1224,2211,,747.9567877,676,806,677,,,183,23,671,512,2811,834,1796,921,,,,2319,799,1081,487,621,19,442,300,1957,565,137,63,476,412,509,931,317,562,362,3358,1877,343,326,884,635,325,,,219,,,214,191
"Thursday, 5 August 2021",2747,2091,2425,2165,953,157,2232,1152,2301,,856.2905115,788,920,899,,,208,27,706,607,2963,870,1776,1035,,,,2623,819,1127,592,649,24,500,354,2136,587,189,103,493,455,527,991,327,662,442,3543,1900,322,391,1011,781,306,,,266,,,231,198
"Friday, 6 August 2021",2710,2251,2444,2283,816,183,2381,1293,2325,,884.1848236,856,1028,826,,,203,33,873,629,3104,962,1633,1147,,,,2811,1004,1142,604,607,14,452,363,2093,675,240,77,563,449,594,974,359,587,392,3814,1974,380,418,1054,850,368,,,245,,,211,207
"Saturday, 7 August 2021",3186,3371,3248,3561,1213,291,3724,2352,3018,,1427.799557,1283,1676,1431,,,262,47,1377,1224,4546,1563,2257,1898,,,,3835,1855,1399,1028,834,21,581,466,3306,1313,19,3,764,786,934,1702,529,683,509,5555,2992,496,504,1548,1868,536,,,302,,,279,131
